(HH:MM:SS),(s),(YYYY-MM-DDTHH:MM:SS) (UTC date time format),(YYYY-MM-DDTHH:MM:SS) (Local date time format),(L*min^-1),(L),(C),(C),(C),(hPa),(hPa),(Pa),(%),(g*L^-1),(integer),(integer),(V),(g*min^-1),(V),(integer),(decimalDegree),(decimalDegree),(m),(integer),(m*s^-1),(-)
SampleTime,UnixTime,DateTimeUTC,DateTimeLocal,VolumetricFlowRate,SampledVolume,PumpT,PCBT,FdpT,PumpP,PCBP,FdPdP,PumpRH,AtmoRho,PumpPow1,PumpPow2,PumpV,MassFlow,BFGvolt,BFGenergy,GPSlat,GPSlon,GPSalt,GPSsat,GPSspeed,GPShdop
100:51:45,1657583580,2022-07-11T23:52:53,2022-07-11T17:53:00,2.004,12083.00,35.27,35.09,36.73,850.94,852.92,185.949997,21.06,0.9583,280,0,12.879,1.91683,4.19,53470,40.564663,-105.073075,1527.7,12,0.036494,0.8
100:52:15,1657583610,2022-07-11T23:53:23,2022-07-11T17:53:30,2.003,12084.00,35.26,35.04,36.72,851.10,852.96,185.800003,21.11,0.9583,280,0,12.877,1.91351,4.19,53483,40.564672,-105.073059,1528.8,12,0.258542,0.8
100:52:45,1657583640,2022-07-11T23:53:53,2022-07-11T17:54:00,2.002,12084.99,35.26,35.03,36.74,850.91,853.04,186.550003,21.15,0.9584,280,0,12.877,1.91869,4.19,53496,40.564666,-105.073049,1529.7,12,0.100744,0.8
100:53:15,1657583670,2022-07-11T23:54:23,2022-07-11T17:54:30,2.004,12085.99,35.24,34.98,36.69,851.00,853.04,185.449997,21.12,0.9585,280,0,12.877,1.92389,4.19,53508,40.564654,-105.073022,1526.4,12,0.137752,0.8
100:53:45,1657583700,2022-07-11T23:54:53,2022-07-11T17:55:00,2.002,12086.98,35.24,34.92,36.70,850.89,853.09,184.449997,21.11,0.9585,280,0,12.877,1.91683,4.19,53520,40.564651,-105.073009,1528.3,12,0.026728,0.8
100:54:15,1657583730,2022-07-11T23:55:23,2022-07-11T17:55:30,2.003,12087.98,35.23,34.91,36.67,851.00,853.15,183.050003,21.22,0.9586,280,0,12.875,1.92166,4.19,53531,40.564659,-105.072990,1523.4,12,0.063222,0.8
100:54:45,1657583760,2022-07-11T23:55:53,2022-07-11T17:56:00,2.002,12088.98,35.23,34.87,36.68,851.05,853.26,183.500000,21.24,0.9587,280,0,12.875,1.91943,4.19,53542,40.564670,-105.073021,1528.0,12,0.052942,0.8
100:55:15,1657583790,2022-07-11T23:56:23,2022-07-11T17:56:30,2.001,12089.97,35.21,34.85,36.67,850.97,853.31,184.050003,21.41,0.9588,280,0,12.875,1.91795,4.19,53553,40.564665,-105.073038,1525.4,12,0.040606,0.8
100:55:45,1657583820,2022-07-11T23:56:53,2022-07-11T17:57:00,2.002,12090.97,35.20,34.81,36.69,851.03,853.29,184.050003,21.15,0.9589,280,0,12.874,1.92091,4.19,53563,40.564686,-105.073023,1530.5,12,0.143920,0.8
100:56:15,1657583850,2022-07-11T23:57:23,2022-07-11T17:57:30,2.001,12091.96,35.19,34.75,36.65,850.95,853.24,183.649994,21.09,0.9589,280,0,12.874,1.92091,4.19,53574,40.564707,-105.072999,1533.2,12,0.047802,0.8
100:56:45,1657583880,2022-07-11T23:57:53,2022-07-11T17:58:00,2.001,12092.96,35.18,34.72,36.65,850.98,853.34,183.550003,21.09,0.9590,280,0,12.873,1.91758,4.19,53583,40.564692,-105.073020,1537.8,12,0.018504,0.8
100:57:15,1657583910,2022-07-11T23:58:23,2022-07-11T17:58:30,2.001,12093.96,35.18,34.71,36.64,850.98,853.48,181.899994,21.19,0.9592,280,0,12.873,1.91980,4.19,53593,40.564670,-105.073011,1535.4,12,0.034438,0.8
100:57:45,1657583940,2022-07-11T23:58:53,2022-07-11T17:59:00,1.999,12094.95,35.17,34.65,36.62,850.98,853.32,186.600006,20.65,0.9592,280,0,12.872,1.91758,4.19,53602,40.564691,-105.073006,1529.0,12,0.034952,0.8
100:58:15,1657583970,2022-07-11T23:59:23,2022-07-11T17:59:30,1.999,12095.95,35.15,34.58,36.63,851.04,853.43,182.649994,21.02,0.9593,280,0,12.871,1.91832,4.19,53611,40.564693,-105.073027,1528.8,12,0.039064,0.8
100:58:45,1657584000,2022-07-11T23:59:53,2022-07-11T18:00:00,2.000,12096.95,35.15,34.60,36.60,850.98,853.54,183.500000,21.08,0.9594,280,0,12.871,1.91535,4.19,53620,40.564691,-105.073075,1527.5,12,0.031868,0.8
100:59:15,1657584030,2022-07-12T00:00:23,2022-07-11T18:00:30,1.999,12097.94,35.14,34.56,36.60,851.01,853.51,184.899994,21.32,0.9593,280,0,12.870,1.91609,4.19,53628,40.564674,-105.073078,1530.9,12,0.019532,0.8
100:59:45,1657584060,2022-07-12T00:00:53,2022-07-11T18:01:00,1.999,12098.94,35.13,34.52,36.60,851.07,853.54,184.199997,21.21,0.9594,280,0,12.870,1.91535,4.19,53637,40.564675,-105.073074,1531.2,12,0.020046,0.8
101:00:15,1657584090,2022-07-12T00:01:23,2022-07-11T18:01:30,1.998,12099.93,35.11,34.51,36.55,851.04,853.57,183.250000,20.90,0.9596,280,0,12.870,1.91535,4.19,53645,40.564690,-105.073090,1526.1,12,0.004626,0.8
101:00:45,1657584120,2022-07-12T00:01:53,2022-07-11T18:02:00,1.998,12100.93,35.11,34.45,36.54,850.99,853.60,183.500000,21.22,0.9595,280,0,12.869,1.91832,4.19,53652,40.564687,-105.073088,1523.4,12,0.023644,1.0
101:01:15,1657584150,2022-07-12T00:02:23,2022-07-11T18:02:30,1.998,12101.93,35.11,34.43,36.56,850.96,853.60,184.550003,21.36,0.9595,280,0,12.869,1.91351,4.19,53660,40.564674,-105.073082,1528.7,12,0.040606,0.8
101:01:45,1657584180,2022-07-12T00:02:53,2022-07-11T18:03:00,1.998,12102.92,35.10,34.39,36.52,851.07,853.52,184.850006,21.40,0.9594,280,0,12.867,1.91943,4.19,53667,40.564675,-105.073078,1528.6,12,0.016962,0.8
101:02:15,1657584210,2022-07-12T00:03:23,2022-07-11T18:03:30,1.996,12103.92,35.08,34.38,36.53,851.00,853.58,183.500000,20.96,0.9597,280,0,12.866,1.91795,4.19,53674,40.564666,-105.073076,1530.7,12,0.065792,0.8
101:02:45,1657584240,2022-07-12T00:03:53,2022-07-11T18:04:00,1.996,12104.91,35.07,34.35,36.53,851.00,853.69,184.600006,20.93,0.9598,280,0,12.867,1.91425,4.19,53681,40.564660,-105.073065,1532.9,12,0.052942,0.8
101:03:15,1657584270,2022-07-12T00:04:23,2022-07-11T18:04:30,1.995,12105.91,35.05,34.32,36.51,850.89,853.61,184.600006,20.86,0.9598,280,0,12.867,1.91351,4.19,53687,40.564680,-105.073074,1533.6,12,0.063222,0.8
101:03:45,1657584300,2022-07-12T00:04:53,2022-07-11T18:05:00,1.996,12106.91,35.04,34.27,36.51,850.87,853.72,183.699997,20.99,0.9600,280,0,12.867,1.91314,4.19,53694,40.564705,-105.073092,1527.6,12,0.020560,0.8
101:04:15,1657584330,2022-07-12T00:05:23,2022-07-11T18:05:30,1.996,12107.90,35.03,34.25,36.53,850.92,853.69,183.750000,20.97,0.9600,280,0,12.864,1.91721,4.19,53700,40.564702,-105.073083,1527.3,12,0.043176,0.8
101:04:45,1657584360,2022-07-12T00:05:53,2022-07-11T18:06:00,1.996,12108.90,35.02,34.22,36.52,850.90,853.75,183.399994,21.18,0.9600,280,0,12.865,1.91906,4.19,53706,40.564711,-105.073075,1526.2,12,0.021074,0.7
101:05:15,1657584390,2022-07-12T00:06:23,2022-07-11T18:06:30,1.996,12109.89,35.01,34.20,36.47,850.87,853.80,183.649994,21.23,0.9601,280,0,12.864,1.91609,4.19,53712,40.564707,-105.073065,1526.0,12,0.053456,0.7
101:05:45,1657584420,2022-07-12T00:06:53,2022-07-11T18:07:00,1.996,12110.89,35.01,34.17,36.48,850.87,853.75,183.899994,21.30,0.9600,280,0,12.864,1.91869,4.19,53718,40.564700,-105.073065,1524.4,12,0.050886,0.8
101:06:15,1657584450,2022-07-12T00:07:23,2022-07-11T18:07:30,1.994,12111.89,35.01,34.17,36.51,850.87,853.80,182.250000,21.30,0.9601,280,0,12.863,1.91758,4.19,53723,40.564701,-105.073070,1524.9,12,0.050372,0.8
101:06:45,1657584480,2022-07-12T00:07:53,2022-07-11T18:08:00,1.995,12112.88,35.00,34.13,36.44,850.85,853.78,183.000000,21.40,0.9601,280,0,12.863,1.91498,4.19,53729,40.564718,-105.073067,1526.2,12,0.054484,0.8
101:07:15,1657584510,2022-07-12T00:08:23,2022-07-11T18:08:30,1.995,12113.88,35.00,34.09,36.45,850.87,853.83,184.399994,21.46,0.9601,280,0,12.862,1.91535,4.19,53734,40.564683,-105.073075,1528.1,12,0.044204,0.8
101:07:45,1657584540,2022-07-12T00:08:53,2022-07-11T18:09:00,1.995,12114.88,35.00,34.08,36.42,850.98,853.83,183.250000,21.19,0.9602,280,0,12.863,1.91832,4.19,53739,40.564662,-105.073070,1530.1,12,0.039578,0.7
101:08:15,1657584570,2022-07-12T00:09:23,2022-07-11T18:09:30,1.995,12115.87,34.99,34.02,36.43,850.90,853.91,185.199997,21.38,0.9603,280,0,12.859,1.91535,4.15,53734,40.564675,-105.073029,1533.0,12,0.055512,0.7
101:08:45,1657584600,2022-07-12T00:09:53,2022-07-11T18:10:00,1.994,12116.87,34.99,33.95,36.44,850.93,854.05,183.600006,21.34,0.9604,280,0,12.855,1.91314,4.15,53722,40.564678,-105.073038,1532.5,12,0.056540,0.7
101:09:15,1657584630,2022-07-12T00:10:23,2022-07-11T18:10:30,1.994,12117.86,34.99,33.82,36.44,850.90,854.26,182.800003,21.26,0.9607,280,0,12.854,1.91535,4.15,53710,40.564678,-105.073063,1530.7,12,0.015934,0.8
101:09:45,1657584660,2022-07-12T00:10:53,2022-07-11T18:11:00,1.992,12118.86,34.98,33.69,36.44,850.85,854.42,183.050003,20.83,0.9610,280,0,12.851,1.91535,4.15,53698,40.564685,-105.073058,1526.7,12,0.066306,0.7
101:10:15,1657584690,2022-07-12T00:11:23,2022-07-11T18:11:30,1.991,12119.86,34.97,33.59,36.44,850.85,854.50,182.500000,21.13,0.9610,280,0,12.850,1.91314,4.15,53685,40.564669,-105.073059,1528.6,12,0.008224,0.8
101:10:45,1657584720,2022-07-12T00:11:53,2022-07-11T18:12:00,1.991,12120.85,34.97,33.53,36.42,850.93,854.53,182.399994,21.06,0.9611,280,0,12.851,1.91166,4.15,53673,40.564691,-105.073037,1523.7,12,0.021074,0.9
101:11:15,1657584750,2022-07-12T00:12:23,2022-07-11T18:12:30,1.990,12121.85,34.96,33.45,36.42,850.93,854.66,183.500000,21.07,0.9613,279,0,12.849,1.91166,4.14,53661,40.564709,-105.073046,1522.9,12,0.058082,0.8
101:11:45,1657584780,2022-07-12T00:12:53,2022-07-11T18:13:00,1.994,12122.84,34.95,33.42,36.42,850.96,854.72,183.899994,21.06,0.9614,279,0,12.866,1.91609,4.14,53649,40.564690,-105.073048,1526.2,12,0.014906,0.8
101:12:15,1657584810,2022-07-12T00:13:23,2022-07-11T18:13:30,1.994,12123.84,34.95,33.32,36.42,850.91,854.72,185.000000,21.02,0.9614,279,0,12.865,1.91203,4.14,53637,40.564681,-105.073078,1526.0,12,0.029812,0.8
101:12:45,1657584840,2022-07-12T00:13:53,2022-07-11T18:14:00,1.993,12124.84,34.94,33.30,36.38,850.94,854.86,186.000000,20.98,0.9616,279,0,12.865,1.91572,4.14,53625,40.564700,-105.073072,1526.2,12,0.021074,0.8
101:13:15,1657584870,2022-07-12T00:14:23,2022-07-11T18:14:30,1.992,12125.83,34.93,33.23,36.40,850.91,854.91,183.300003,20.88,0.9617,279,0,12.864,1.91535,4.14,53613,40.564705,-105.073104,1524.7,12,0.067334,0.8
101:13:45,1657584900,2022-07-12T00:14:53,2022-07-11T18:15:00,1.992,12126.83,34.93,33.24,36.40,850.88,854.91,184.800003,20.90,0.9617,279,0,12.864,1.91425,4.14,53601,40.564694,-105.073082,1527.2,12,0.071960,0.8
101:14:15,1657584930,2022-07-12T00:15:23,2022-07-11T18:15:30,1.992,12127.82,34.93,33.15,36.40,850.94,854.96,183.699997,20.98,0.9617,279,0,12.863,1.91387,4.14,53588,40.564707,-105.073085,1522.0,12,0.205600,0.8
101:14:45,1657584960,2022-07-12T00:15:53,2022-07-11T18:16:00,1.992,12128.82,34.92,33.15,36.38,850.89,854.97,183.350006,21.12,0.9618,279,0,12.862,1.91129,4.14,53576,40.564687,-105.073085,1526.1,12,0.026214,0.8
101:15:15,1657584990,2022-07-12T00:16:23,2022-07-11T18:16:30,1.992,12129.82,34.92,33.08,36.38,850.89,855.18,182.899994,20.98,0.9620,279,0,12.864,1.91535,4.13,53564,40.564677,-105.073058,1529.1,12,0.214338,0.7
101:15:45,1657585020,2022-07-12T00:16:53,2022-07-11T18:17:00,1.991,12130.81,34.92,33.08,36.41,850.86,855.23,181.850006,21.03,0.9621,279,0,12.863,1.91832,4.13,53552,40.564687,-105.073090,1527.3,12,0.034952,0.7
101:16:15,1657585050,2022-07-12T00:17:23,2022-07-11T18:17:30,1.991,12131.81,34.92,33.04,36.37,850.89,855.18,183.000000,21.19,0.9620,279,0,12.862,1.91943,4.13,53540,40.564675,-105.073041,1532.3,12,0.034952,0.7
101:16:45,1657585080,2022-07-12T00:17:53,2022-07-11T18:18:00,1.991,12132.80,34.93,33.02,36.39,850.86,855.10,185.199997,21.25,0.9618,279,0,12.862,1.91314,4.13,53528,40.564687,-105.073074,1527.2,12,0.027242,0.7
101:17:15,1657585110,2022-07-12T00:18:23,2022-07-11T18:18:30,1.992,12133.80,34.92,33.01,36.38,850.92,855.07,183.350006,21.20,0.9618,279,0,12.862,1.91795,4.13,53516,40.564682,-105.073073,1529.9,12,0.042662,0.7
101:17:45,1657585140,2022-07-12T00:18:53,2022-07-11T18:19:00,1.991,12134.80,34.93,32.99,36.37,850.94,855.28,184.600006,21.09,0.9621,279,0,12.861,1.91092,4.13,53503,40.564682,-105.073057,1529.4,12,0.021588,0.7
101:18:15,1657585170,2022-07-12T00:19:23,2022-07-11T18:19:30,1.989,12135.79,34.92,32.97,36.40,850.86,855.29,183.449997,21.17,0.9621,279,0,12.861,1.91498,4.13,53491,40.564678,-105.073074,1523.6,12,0.168078,0.7
101:18:45,1657585200,2022-07-12T00:19:53,2022-07-11T18:20:00,1.993,12136.79,34.92,32.98,36.38,850.92,855.26,183.600006,21.10,0.9621,279,0,12.861,1.91535,4.13,53479,40.564682,-105.073054,1521.8,12,0.011822,0.7
101:19:15,1657585230,2022-07-12T00:20:23,2022-07-11T18:20:30,1.990,12137.79,34.93,32.94,36.37,850.94,855.28,184.250000,20.96,0.9621,279,0,12.860,1.91683,4.13,53467,40.564680,-105.073041,1525.8,12,0.026728,0.7
101:19:45,1657585260,2022-07-12T00:20:53,2022-07-11T18:21:00,1.992,12138.78,34.93,32.94,36.38,850.96,855.31,183.800003,21.03,0.9621,279,0,12.861,1.91314,4.13,53455,40.564669,-105.073033,1527.7,12,0.100744,0.8
101:20:15,1657585290,2022-07-12T00:21:23,2022-07-11T18:21:30,1.991,12139.78,34.94,32.96,36.37,850.91,855.36,183.449997,21.04,0.9621,279,0,12.861,1.91609,4.13,53443,40.564680,-105.073022,1529.8,12,0.023644,0.8
101:20:45,1657585320,2022-07-12T00:21:53,2022-07-11T18:22:00,1.991,12140.77,34.94,32.93,36.39,850.91,855.39,181.600006,21.26,0.9621,279,0,12.861,1.91609,4.12,53430,40.564680,-105.073033,1530.5,12,0.026728,0.8
101:21:15,1657585350,2022-07-12T00:22:23,2022-07-11T18:22:30,1.991,12141.77,34.93,32.92,36.38,850.86,855.39,183.449997,21.35,0.9621,279,0,12.861,1.91535,4.12,53418,40.564672,-105.073046,1526.4,12,0.045746,0.8
101:21:45,1657585380,2022-07-12T00:22:53,2022-07-11T18:23:00,1.991,12142.77,34.95,32.91,36.40,850.93,855.47,184.300003,21.34,0.9622,279,0,12.862,1.91129,4.12,53406,40.564675,-105.073054,1525.6,12,0.038550,0.8
101:22:15,1657585410,2022-07-12T00:23:23,2022-07-11T18:23:30,1.991,12143.76,34.94,32.90,36.38,850.91,855.44,183.800003,21.33,0.9622,279,0,12.861,1.91609,4.12,53394,40.564689,-105.073050,1525.3,12,0.067848,0.8
101:22:45,1657585440,2022-07-12T00:23:53,2022-07-11T18:24:00,1.991,12144.76,34.94,32.89,36.40,850.88,855.44,183.199997,20.88,0.9623,279,0,12.861,1.91683,4.12,53382,40.564676,-105.073025,1527.4,12,0.014392,0.8
101:23:15,1657585470,2022-07-12T00:24:23,2022-07-11T18:24:30,1.990,12145.75,34.95,32.89,36.40,850.91,855.44,184.300003,21.33,0.9621,279,0,12.861,1.91572,4.12,53370,40.564676,-105.073031,1525.8,12,0.029298,0.8
101:23:45,1657585500,2022-07-12T00:24:53,2022-07-11T18:25:00,1.991,12146.75,34.95,32.88,36.41,850.93,855.41,184.899994,21.46,0.9621,279,0,12.860,1.91351,4.12,53357,40.564698,-105.073075,1524.1,12,0.105370,0.8
101:24:15,1657585530,2022-07-12T00:25:23,2022-07-11T18:25:30,1.992,12147.75,34.95,32.86,36.40,850.88,855.47,182.250000,21.44,0.9621,279,0,12.860,1.91387,4.12,53345,40.564696,-105.073060,1521.8,12,0.018504,0.8
101:24:45,1657585560,2022-07-12T00:25:53,2022-07-11T18:26:00,1.990,12148.74,34.95,32.89,36.40,850.96,855.41,184.100006,21.18,0.9621,279,0,12.861,1.91498,4.12,53333,40.564691,-105.073019,1530.6,12,0.056026,0.8
101:25:15,1657585590,2022-07-12T00:26:23,2022-07-11T18:26:30,1.989,12149.74,34.95,32.86,36.42,850.85,855.41,185.000000,20.65,0.9623,279,0,12.860,1.91869,4.12,53321,40.564678,-105.073000,1528.9,12,0.078128,0.8
101:25:45,1657585620,2022-07-12T00:26:53,2022-07-11T18:27:00,1.990,12150.73,34.95,32.83,36.40,850.88,855.44,182.800003,20.62,0.9623,279,0,12.861,1.91906,4.12,53309,40.564665,-105.073013,1528.4,12,0.060138,0.8
101:26:15,1657585650,2022-07-12T00:27:23,2022-07-11T18:27:30,1.990,12151.73,34.94,32.84,36.42,850.91,855.47,182.750000,20.62,0.9624,278,0,12.859,1.91387,4.12,53296,40.564668,-105.073024,1531.8,12,0.030326,0.8
101:26:45,1657585680,2022-07-12T00:27:53,2022-07-11T18:28:00,1.994,12152.73,34.93,32.85,36.39,850.91,855.47,184.199997,20.90,0.9623,278,0,12.881,1.91906,4.12,53284,40.564695,-105.073070,1526.5,12,0.065278,0.8
101:27:15,1657585710,2022-07-12T00:28:23,2022-07-11T18:28:30,1.995,12153.72,34.92,32.82,36.40,850.89,855.42,182.949997,21.08,0.9623,278,0,12.881,1.92054,4.11,53272,40.564706,-105.073080,1524.0,12,0.034438,0.8
101:27:45,1657585740,2022-07-12T00:28:53,2022-07-11T18:29:00,1.993,12154.72,34.91,32.82,36.35,850.86,855.50,183.699997,20.96,0.9624,278,0,12.879,1.91832,4.11,53260,40.564698,-105.073068,1522.7,12,0.014392,0.8
101:28:15,1657585770,2022-07-12T00:29:23,2022-07-11T18:29:30,1.993,12155.71,34.91,32.78,36.39,850.81,855.42,183.800003,20.94,0.9623,278,0,12.879,1.92017,4.11,53247,40.564682,-105.073038,1524.0,12,0.014906,0.8
101:28:45,1657585800,2022-07-12T00:29:53,2022-07-11T18:30:00,1.993,12156.71,34.89,32.80,36.37,850.89,855.45,185.250000,21.01,0.9624,278,0,12.879,1.91683,4.11,53235,40.564656,-105.073004,1531.7,12,0.056026,0.8
101:29:15,1657585830,2022-07-12T00:30:23,2022-07-11T18:30:30,1.995,12157.71,34.89,32.77,36.37,850.81,855.34,183.199997,21.20,0.9623,278,0,12.879,1.91758,4.11,53223,40.564642,-105.073007,1534.2,12,0.050886,0.8
101:29:45,1657585860,2022-07-12T00:30:53,2022-07-11T18:31:00,1.992,12158.70,34.86,32.75,36.36,850.87,855.50,184.300003,21.22,0.9625,278,0,12.878,1.91609,4.11,53211,40.564650,-105.073021,1532.9,12,0.053970,0.8
101:30:15,1657585890,2022-07-12T00:31:23,2022-07-11T18:31:30,1.992,12159.70,34.86,32.73,36.32,850.90,855.48,183.800003,21.31,0.9625,278,0,12.878,1.91943,4.11,53198,40.564646,-105.073017,1534.9,12,0.034438,0.8
101:30:45,1657585920,2022-07-12T00:31:53,2022-07-11T18:32:00,1.995,12160.70,34.84,32.71,36.30,850.74,855.38,182.449997,21.10,0.9625,278,0,12.879,1.91980,4.11,53186,40.564657,-105.073030,1531.7,12,0.035466,0.8
101:31:15,1657585950,2022-07-12T00:32:23,2022-07-11T18:32:30,1.991,12161.69,34.84,32.71,36.29,850.85,855.46,186.000000,21.25,0.9625,278,0,12.877,1.91609,4.11,53174,40.564653,-105.073039,1530.7,12,0.024158,0.8
101:31:45,1657585980,2022-07-12T00:32:53,2022-07-11T18:33:00,1.994,12162.69,34.85,32.71,36.30,850.85,855.54,183.199997,21.23,0.9626,278,0,12.878,1.91609,4.11,53162,40.564680,-105.073048,1528.6,12,0.006682,0.8
101:32:15,1657586010,2022-07-12T00:33:23,2022-07-11T18:33:30,1.993,12163.68,34.83,32.70,36.33,850.79,855.46,183.550003,21.24,0.9626,278,0,12.878,1.92203,4.11,53149,40.564706,-105.073054,1525.2,12,0.035980,0.8
101:32:45,1657586040,2022-07-12T00:33:53,2022-07-11T18:34:00,1.992,12164.68,34.84,32.70,36.31,850.87,855.48,183.949997,21.23,0.9626,278,0,12.877,1.92203,4.11,53137,40.564690,-105.073033,1529.8,12,0.012850,0.8
101:33:15,1657586070,2022-07-12T00:34:23,2022-07-11T18:34:30,1.993,12165.68,34.83,32.70,36.29,850.87,855.44,183.500000,21.43,0.9625,278,0,12.877,1.91832,4.11,53125,40.564704,-105.073035,1523.8,12,0.053456,0.9
101:33:45,1657586100,2022-07-12T00:34:53,2022-07-11T18:35:00,1.994,12166.67,34.83,32.70,36.28,850.85,855.46,183.149994,21.60,0.9625,278,0,12.878,1.91906,4.10,53113,40.564673,-105.073035,1528.3,12,0.058082,0.8
101:34:15,1657586130,2022-07-12T00:35:23,2022-07-11T18:35:30,1.991,12167.67,34.84,32.70,36.27,850.87,855.54,183.949997,21.35,0.9626,278,0,12.877,1.91832,4.10,53100,40.564634,-105.073006,1534.7,12,0.118734,0.8
101:34:45,1657586160,2022-07-12T00:35:53,2022-07-11T18:36:00,1.993,12168.66,34.83,32.69,36.31,850.79,855.57,183.750000,21.55,0.9626,278,0,12.878,1.91721,4.10,53088,40.564650,-105.073013,1532.5,12,0.041634,0.9
101:35:15,1657586190,2022-07-12T00:36:23,2022-07-11T18:36:30,1.993,12169.66,34.84,32.71,36.31,850.76,855.46,186.350006,21.65,0.9625,278,0,12.878,1.91683,4.10,53076,40.564623,-105.072977,1536.0,12,0.018504,0.8
101:35:45,1657586220,2022-07-12T00:36:53,2022-07-11T18:37:00,1.993,12170.66,34.83,32.68,36.29,850.93,855.52,185.050003,21.66,0.9626,278,0,12.878,1.92129,4.10,53064,40.564674,-105.073019,1526.7,12,0.006682,0.8
101:36:15,1657586250,2022-07-12T00:37:23,2022-07-11T18:37:30,1.992,12171.65,34.83,32.68,36.31,850.90,855.60,184.300003,21.50,0.9627,278,0,12.877,1.91795,4.10,53051,40.564689,-105.073051,1525.9,12,0.012336,0.8
101:36:45,1657586280,2022-07-12T00:37:53,2022-07-11T18:38:00,1.991,12172.65,34.83,32.67,36.29,850.87,855.57,185.949997,21.49,0.9626,278,0,12.877,1.92054,4.10,53039,40.564669,-105.073027,1530.4,12,0.088408,0.8
101:37:15,1657586310,2022-07-12T00:38:23,2022-07-11T18:38:30,1.993,12173.64,34.82,32.66,36.28,850.85,855.51,183.800003,21.67,0.9626,278,0,12.877,1.91461,4.10,53027,40.564660,-105.073019,1531.5,12,0.099202,1.1
101:37:45,1657586340,2022-07-12T00:38:53,2022-07-11T18:39:00,1.990,12174.64,34.81,32.67,36.25,850.85,855.52,184.149994,21.75,0.9626,278,0,12.877,1.91683,4.10,53015,40.564675,-105.073021,1530.0,12,0.051400,0.8
101:38:15,1657586370,2022-07-12T00:39:23,2022-07-11T18:39:30,1.994,12175.64,34.80,32.67,36.28,850.88,855.57,184.100006,21.82,0.9627,278,0,12.876,1.92054,4.10,53002,40.564702,-105.073041,1524.9,12,0.105370,0.8
101:38:45,1657586400,2022-07-12T00:39:53,2022-07-11T18:40:00,1.994,12176.63,34.79,32.63,36.29,850.80,855.47,182.850006,21.76,0.9626,278,0,12.876,1.91943,4.10,52990,40.564682,-105.073044,1524.9,12,0.006168,0.8
101:39:15,1657586430,2022-07-12T00:40:23,2022-07-11T18:40:30,1.992,12177.63,34.78,32.63,36.26,850.77,855.60,183.750000,21.92,0.9628,278,0,12.877,1.91721,4.10,52978,40.564679,-105.073046,1525.9,12,0.148032,0.8
101:39:45,1657586460,2022-07-12T00:40:53,2022-07-11T18:41:00,1.991,12178.63,34.77,32.62,36.24,850.78,855.50,183.000000,21.79,0.9627,278,0,12.877,1.91609,4.10,52965,40.564659,-105.073033,1527.2,12,0.185040,0.8
101:40:15,1657586490,2022-07-12T00:41:23,2022-07-11T18:41:30,1.991,12179.62,34.77,32.60,36.24,850.81,855.47,183.100006,21.76,0.9627,278,0,12.877,1.91721,4.10,52953,40.564651,-105.073005,1531.9,12,0.030840,0.8
101:40:45,1657586520,2022-07-12T00:41:53,2022-07-11T18:42:00,1.991,12180.62,34.75,32.61,36.22,850.84,855.45,182.899994,22.00,0.9627,278,0,12.876,1.91832,4.10,52941,40.564660,-105.073022,1528.6,12,0.082754,0.7
101:41:15,1657586550,2022-07-12T00:42:23,2022-07-11T18:42:30,1.991,12181.61,34.75,32.62,36.22,850.70,855.42,183.949997,21.83,0.9627,278,0,12.877,1.91869,4.10,52929,40.564672,-105.073062,1525.5,12,0.104342,0.7
101:41:45,1657586580,2022-07-12T00:42:53,2022-07-11T18:43:00,1.991,12182.61,34.74,32.60,36.21,850.78,855.39,183.300003,21.72,0.9627,278,0,12.876,1.91906,4.09,52916,40.564680,-105.073070,1522.7,12,0.171162,0.7
101:42:15,1657586610,2022-07-12T00:43:23,2022-07-11T18:43:30,1.991,12183.61,34.74,32.58,36.23,850.78,855.53,183.600006,22.02,0.9628,278,0,12.876,1.91906,4.09,52904,40.564680,-105.073076,1524.1,12,0.021588,0.8
101:42:45,1657586640,2022-07-12T00:43:53,2022-07-11T18:44:00,1.992,12184.60,34.72,32.57,36.19,850.78,855.51,182.949997,22.01,0.9628,278,0,12.878,1.91943,4.09,52892,40.564726,-105.073112,1520.8,12,0.052428,0.8
101:43:15,1657586670,2022-07-12T00:44:23,2022-07-11T18:44:30,1.993,12185.60,34.72,32.57,36.20,850.76,855.53,184.300003,21.49,0.9630,278,0,12.876,1.92054,4.09,52880,40.564701,-105.073101,1520.7,12,0.120276,0.8
101:43:45,1657586700,2022-07-12T00:44:53,2022-07-11T18:45:00,1.993,12186.59,34.70,32.54,36.15,850.79,855.51,184.899994,21.52,0.9630,278,0,12.876,1.92054,4.09,52867,40.564701,-105.073098,1520.4,12,0.067848,0.8
101:44:15,1657586730,2022-07-12T00:45:23,2022-07-11T18:45:30,1.992,12187.59,34.68,32.57,36.13,850.82,855.49,183.750000,21.62,0.9630,278,0,12.877,1.91906,4.09,52855,40.564706,-105.073095,1519.8,12,0.008224,0.8
101:44:45,1657586760,2022-07-12T00:45:53,2022-07-11T18:46:00,1.991,12188.59,34.69,32.54,36.15,850.74,855.49,183.750000,21.91,0.9629,278,0,12.885,1.91425,4.19,52846,40.564707,-105.073098,1520.2,12,0.099716,0.8
